PCIS Permit #,Status,Status Date,Permit Type,Permit Sub-Type,Issue Date,Address Start,Address End,Street Direction,Street Name,Street Suffix,Valuation,Floor Area-L.A. Zoning Code Definition,# of Residential Dwelling Units,# of Stories,Zone,Floor Area-L.A. Building Code Definition,Council District,Latitude/Longitude
16014-20000-00918,Issued,03/08/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/08/2016,18000,18000,W,KESWICK,ST,$35500.00,351,0,1,R1-1,351,12,"(34.21058, -118.52521)"
14010-10000-03928,Issued,09/24/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/24/2015,1425,1425,N,WATERLOO,ST,$223360.00,1723,1,3,R3-1VL,2054,13,"(34.08271, -118.26452)"
13014-20000-02389,Issued,06/19/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,06/19/2013,6645,6645,N,ALLOTT,AVE,$7600.00,76,,1,RE9-1,76,2,"(34.19158, -118.42822)"
14014-20000-00519,Issued,08/20/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/20/2014,615,615,S,6TH,AVE,$300000.00,5647,0,3,RD1.5-1,1738,11,"(33.99716, -118.47032)"
13014-20000-02258,Issued,12/05/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/05/2013,8030,8030,W,MULHOLLAND,DR,$100000.00,478,,0,RE15-1-H,478,4,"(34.12566, -118.37395)"
14014-10000-03794,Issued,06/11/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,06/11/2015,552,552,N,WILCOX,AVE,$275000.00,3308,,2,RE9-1-HPOZ,1517,4,"(34.08042, -118.33066)"
15014-20000-02791,Issued,09/08/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/08/2015,10521,10521,W,KINNARD,AVE,$235000.00,1698,,0,R1-1-O,1815,5,"(34.05787, -118.42898)"
13010-10000-03649,Issued,04/01/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/01/2014,2715,2715,S,OCEAN FRONT,WALK,$530000.00,3628.7,1,3,RD1.5-1-O,4252.86,11,"(33.98083, -118.46828)"
14014-20000-00053,Issued,09/25/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/25/2014,1065,1065,N,CHANTILLY,ROAD,$200000.00,1358,,2,RE20-1-H,1414.2,5,"(34.09138, -118.45639)"
13010-10000-02724,Issued,05/01/2015 12:00:00 AM,Bldg-New,Apartment,05/01/2015,14225,14225,W,DICKENS,ST,$4100000.00,33089,18,2,RD1.5-1,49294,4,"(34.14885, -118.44292)"
14014-20000-03561,Issued,08/15/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/15/2014,11846,11846,N,DRONFIELD,AVE,$20000.00,361,,0,R1-1,324,7,"(34.2856, -118.41247)"
13014-30000-01156,Issued,04/29/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/29/2013,1224,1224,S,BEDFORD,DR,$100000.00,1922,0,1,R1-1-O,451,5,"(34.05519, -118.40491)"
14014-20001-00995,Issued,03/26/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/26/2014,5407,5407,N,HALBRENT,AVE,$8500.00,85,,0,R1-1,85,4,"(34.16875, -118.46501)"
15014-20000-01206,Issued,03/26/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/26/2015,6837,6837,N,MATILIJA,AVE,$50000.00,1324,0,1,R1-1,466,2,"(34.19512, -118.43357)"
13010-10000-02463,Issued,10/22/2014 12:00:00 AM,Bldg-New,Apartment,10/22/2014,1500,1500,W,PACIFIC COAST,HWY,$1889495.00,15527,15,3,(T)(Q)RAS3-1VL-O,18476,15,"(33.79078, -118.28573)"
14014-10000-01972,Issued,07/18/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/18/2014,548,548,N,MUSKINGUM,AVE,$5500.00,3620,0,2,R1-1,55,11,"(34.04402, -118.53898)"
15010-10000-00682,Issued,12/07/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,12/07/2015,12655,12655,W,SUNRISE,PL,$494286.00,3333,1,3,C2(PV),4278,11,"(33.97681, -118.4138)"
14010-70000-03465,Issued,07/17/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,07/17/2015,323,323,W,111TH,PL,$200000.00,1654,1,2,R2-1,2094,8,"(33.93403, -118.27927)"
13010-20002-00930,Issued,02/17/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/17/2015,10471,10471,W,SANDAL,LANE,$350000.00,5297,,2,RE15-1,5783,5,
15014-20000-02686,Issued,01/14/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/14/2016,1341,1341,N,WATERLOO,ST,$100000.00,1623,0,2,RD2-1VL,637,13,"(34.08161, -118.2652)"
13010-20000-04170,Issued,08/27/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/27/2015,12360,12360,W,OSBORNE,PL,$182000.00,1441,1,2,(T)(Q)RD1.5-1,1992,7,"(34.25922, -118.40237)"
13014-20000-05113,Issued,12/12/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/12/2013,12831,12831,W,MILBANK,ST,$15000.00,0,,1,R1-1-RFA,0,2,"(34.15338, -118.41243)"
15010-10000-02084,Issued,02/16/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,02/16/2016,818,818,N,FORMOSA,AVE,$200000.00,1358,1,3,[Q]R3-1XL,2241,5,"(34.08578, -118.3461)"
16014-20000-00221,Issued,03/02/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/02/2016,2398,2398,N,HERCULES,DR,$120000.00,622,0,2,RE15-1-H,622,4,"(34.11546, -118.36687)"
13010-40000-04569,Issued,06/24/2015 12:00:00 AM,Bldg-New,Commercial,06/24/2015,710,710,N,FRONT,ST,$1300000.00,2949,,1,[Q]M3-1,1962,15,"(33.7518, -118.28623)"
15014-20000-05843,Issued,01/12/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/12/2016,11925,11925,N,WOOD RANCH,ROAD,$5000.00,4824,,1,RA-1-O-K,408,12,"(34.28749, -118.52192)"
14010-10000-02402,Issued,12/05/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,12/05/2014,2439,2441,E,LANCASTER,AVE,$450000.00,3400,2,2,RD2-1,3400,14,
16010-20000-00630,Issued,03/07/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/07/2016,18025,18025,W,PARTHENIA,ST,$28000.00,640,,1,RA-1,640,12,"(34.2288, -118.52592)"
13010-20000-04130,Issued,11/18/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,11/18/2015,18430,18430,W,STRATHERN,ST,$253000.00,1982,1,2,(T)(Q)RD4-1,2488,12,"(34.21547, -118.53448)"
13014-20000-04569,Issued,12/10/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/10/2013,13100,13100,W,HOYT,ST,$59000.00,1366,,0,R1-1-O,495,7,"(34.2672, -118.41848)"
15014-20000-03991,Issued,04/04/2016 12:00:00 AM,Bldg-Addition,Apartment,04/04/2016,2219,2219,W,NORWALK,AVE,$172000.00,5259,0,2,RD1.5-1,1505,14,"(34.1328, -118.21674)"
14014-20000-02843,Issued,02/19/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/19/2016,2658,2658,N,GLENDOWER,AVE,$75000.00,2911,0,2,RE11-1,497,4,"(34.11663, -118.2929)"
15014-20000-01321,Issued,02/02/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/02/2016,2342,2342,N,LIVE OAK,DR,$100000.00,841,,2,RE11-1D,370,4,"(34.1136, -118.31096)"
13014-20000-05338,Issued,01/06/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/06/2014,11328,11328,N,HUNNEWELL,AVE,$13000.00,142,,0,RS-1,142,7,"(34.27632, -118.39227)"
13014-30000-00737,Issued,08/12/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/12/2013,1924,1924,S,BAGLEY,AVE,$200000.00,906.25,0,2,R1-1,912,5,"(34.04575, -118.39139)"
14010-30000-02887,Issued,02/26/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,02/26/2016,2116,2118,S,FEDERAL,AVE,$550000.00,5311,2,2,R2-1,6347,11,"(34.03643, -118.44669)"
15014-20000-05151,Issued,02/16/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/16/2016,333,333,N,SURFVIEW,DR,$237000.00,1084,0,2,RE15-1-H,1146,11,"(34.04678, -118.56816)"
16010-20000-00579,Issued,03/24/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/24/2016,12047,12047,W,SUMMIT,CIR,$15000.00,230,,1,RE40-1-H,230,2,"(34.1258, -118.39862)"
14010-30000-02712,Issued,09/04/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/04/2015,2544,2544,S,GENESEE,AVE,$241000.00,2143,1,3,RD1.5-1,2576,10,"(34.03315, -118.36977)"
15014-30000-01326,Issued,03/24/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/24/2016,11424,11424,W,MISSOURI,AVE,$400000.00,2143,0,2,RD1.5-1,1529,11,"(34.04084, -118.44745)"
15014-10000-02800,Issued,10/15/2015 12:00:00 AM,Bldg-Addition,Commercial,10/15/2015,1950,1950,E,103RD,ST,$440000.00,2859,,1,RD2-1,880,15,"(33.94298, -118.23783)"
13010-20000-00595,Issued,03/31/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/31/2015,9937,9937,N,WHITE OAK,AVE,$220000.00,2014,1,2,(T)(Q)RD3-1,2407,12,"(34.25139, -118.52012)"
15014-20000-01508,Issued,09/15/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/15/2015,4338,4338,N,GAYLE,DR,$110000.00,472,0,2,RA-1,472,3,"(34.15031, -118.54984)"
15010-10000-02247,Issued,01/19/2016 12:00:00 AM,Bldg-New,Commercial,01/19/2016,3644,3644,S,OVERLAND,AVE,$15844120.00,76684,92,6,C2-1,131712,5,"(34.02231, -118.40953)"
15014-20000-00368,Issued,04/14/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/14/2015,1619,1619,N,AVENUE 56,,$15000.00,145,,1,R1-1,145,14,"(34.12541, -118.19659)"
13010-10000-04442,Issued,12/16/2015 12:00:00 AM,Bldg-New,Apartment,12/16/2015,1039,1039,S,LAKE,ST,$765000.00,3854,4,3,R4-1,5757,1,"(34.05127, -118.28173)"
15014-10000-01089,Issued,10/28/2015 12:00:00 AM,Bldg-Addition,Commercial,10/28/2015,8856,8858,W,PICO,BLVD,$242140.00,3039,,1,C4-1VL-O,691,5,"(34.05485, -118.38504)"
13010-10000-03765,Issued,05/14/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,05/14/2015,21611,21611,S,NORMANDIE,AVE,$299592.00,2101,1,2,C2-1,2474,15,"(33.83208, -118.29939)"
15014-10000-02089,Issued,06/15/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,06/15/2015,1262,1262,E,27TH,ST,$45000.00,1683,0,1,RD2-1,479,9,"(34.0158, -118.25117)"
13014-30000-03752,Issued,04/02/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/02/2014,12647,12647,W,PROMONTORY,ROAD,$60000.00,5275,,0,(Q)RD2-1,175,11,"(34.10576, -118.49234)"
14010-20000-04201,Issued,08/04/2015 12:00:00 AM,Bldg-New,Commercial,08/04/2015,7900,7900,N,BALBOA,BLVD,$930000.00,15565,,1,[T][Q]M2-1VL,15565,6,"(34.21347, -118.50092)"
16010-10000-00312,Issued,02/04/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/04/2016,3260,3260,N,CHAPMAN,ST,$4000.00,0,,0,RD2-1-CDO,425,13,"(34.12061, -118.2444)"
12010-30001-01974,Issued,01/16/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/16/2014,10284,10284,W,BANNOCKBURN,DR,$58000.00,680,,2,R1-1,680,5,"(34.03492, -118.40868)"
13010-70000-03606,Issued,01/10/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,01/10/2014,10402,10402,S,GRAHAM,AVE,$200000.00,1770,1,2,[Q]CR-1VL,1970,15,"(33.94138, -118.24246)"
13010-10000-01128,Issued,03/06/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/06/2015,1304,1304,N,TULAROSA,DR,$343722.00,2207,1,3,R2-1VL,2806,13,
15014-20000-04973,Issued,02/05/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/05/2016,4973,4973,N,NOELINE,AVE,$70000.00,3096,0,1,R1-1,477,5,"(34.16064, -118.49007)"
14014-20000-03320,Issued,10/08/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/08/2014,2600,2600,N,BENEDICT CANYON,DR,$125000.00,3557,,1,RE40-1-H,446,5,"(34.11979, -118.43585)"
14014-10000-04607,Issued,04/15/2015 12:00:00 AM,Bldg-Addition,Commercial,04/15/2015,4334,4334,S,DEGNAN,BLVD,$163200.00,2567,,2,[Q]C1.5-1,877,10,"(34.00494, -118.33125)"
16014-20000-00395,Issued,02/03/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/03/2016,9667,9667,N,NATICK,AVE,$24000.00,366,,1,RS-1,318,7,"(34.24581, -118.4543)"
15014-70000-04304,Issued,10/30/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/30/2015,1673,1673,S,RIMPAU,BLVD,$2000.00,717.75,0,1,RD1.5-1-O,15.75,10,"(34.04503, -118.34127)"
15010-20000-01476,Issued,04/24/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/24/2015,7778,7778,N,VARNA,AVE,$51000.00,471,0,1,(T)(Q)RS-1,471,2,
14010-10000-02726,Issued,04/29/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/29/2015,4168,4168,S,ASCOT,AVE,$177000.00,1650,1,2,R2-1,2065,9,"(34.00742, -118.24944)"
14010-20000-00883,Issued,11/06/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,11/06/2014,647,647,E,MILDRED,AVE,$249700.00,2143,1,3,RD1.5-1-O,2615,11,"(33.98732, -118.46185)"
15014-30000-01279,Issued,07/21/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/21/2015,125,125,E,REEF,MALL,$50000.00,5215,0,0,R1-1,80,11,"(33.97068, -118.45693)"
15014-20000-02007,Issued,01/29/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/29/2016,12533,12533,W,BESSEMER,ST,$25000.00,347,,1,R1-1,374,2,"(34.18043, -118.40647)"
14014-20000-04847,Issued,12/29/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/29/2014,18065,18065,W,RANCHO,ST,$130000.00,3716,0,1,RA-1,1274,5,"(34.15648, -118.52743)"
14014-30000-04214,Issued,02/04/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/04/2015,10547,10547,W,STRATHMORE,DR,$25000.00,164,0,2,R1-1,164,5,"(34.07051, -118.43724)"
15010-20000-01523,Issued,06/18/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/18/2015,6160,6160,N,CORBIN,AVE,$146000.00,1366,,1,RA-1,1366,3,"(34.18248, -118.56192)"
15014-30000-00481,Issued,12/15/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/15/2015,1207,1207,N,TIGERTAIL,ROAD,$150000.00,3458.4,0,2,RE15-1-H,1191.6,11,"(34.07947, -118.48716)"
14014-70000-04664,Issued,03/09/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/09/2015,3062,3062,W,WELDON,AVE,$10000.00,0,,1,RD2-1-CDO,0,13,"(34.11972, -118.23801)"
15010-10000-00108,Issued,06/05/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/05/2015,5901,5901,S,CORAL,PL,$351664.00,2318,1,3,C2(PV),2786,11,"(33.97639, -118.41413)"
13014-10000-03068,Issued,08/08/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/08/2013,258,258,N,BENTON,WAY,$10000.00,163,0,1,RD1.5-1,163,13,"(34.07226, -118.27593)"
15010-20000-00874,Issued,03/01/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/01/2016,9540,9540,N,DALE,AVE,$7000.00,400,0,1,RE40-1-K,400,7,"(34.24343, -118.35477)"
15014-10000-02765,Issued,10/09/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/09/2015,16565,16565,W,LAS CASAS,PL,$120000.00,2571.1,0,3,R1-1,759.8,11,"(34.04997, -118.54301)"
16014-10000-01443,Issued,04/01/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/01/2016,3311,3311,W,LACLEDE,AVE,$10000.00,63,,0,R1-1-RIO,63,13,"(34.11619, -118.25332)"
13014-20000-02559,Issued,08/23/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/23/2013,5046,5046,N,HASKELL,AVE,$66000.00,2999,,1,R1-1,657,5,"(34.16249, -118.47468)"
14014-20000-01955,Issued,06/24/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,06/24/2014,414,414,S,BENTLEY,AVE,$25000.00,101,,1,R1-1,101,5,"(34.06861, -118.45949)"
13010-10000-03894,Issued,05/14/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,05/14/2015,21601,21601,S,NORMANDIE,AVE,$299592.00,2763,1,3,C2-1,3118,15,"(33.83246, -118.29939)"
13010-10000-03047,Issued,11/13/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,11/13/2015,1420,1420,N,BRAERIDGE,DR,$25000.00,436,,1,RE15-1,436,5,"(34.09713, -118.4209)"
13010-20000-00078,Issued,03/12/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/12/2013,17106,17106,W,SATICOY,ST,$6400.00,0,,1,R1-1,400,6,"(34.20827, -118.50581)"
15016-70000-21707,Issued,03/16/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/16/2016,1543,1545,W,56TH,ST,$70000.00,1484,1,1,R2-1,45,8,"(33.99157, -118.30378)"
16014-10000-00211,Issued,03/02/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/02/2016,1243,1243,N,HOOVER,ST,$70000.00,2061,0,2,R2-1XL,361,13,"(34.09471, -118.2847)"
13014-10000-02920,Issued,08/02/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/02/2013,1507,1507,S,SYCAMORE,AVE,$24341.00,241.5,,1,RD1.5-1-O,241.6,10,"(34.04648, -118.34883)"
14014-20000-03286,Issued,02/02/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/02/2015,167,167,N,ASHDALE,PL,$35000.00,242,,1,RE15-1,242,5,"(34.07492, -118.46166)"
15014-10000-02305,Issued,11/17/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/17/2015,4843,4843,N,LEDGE,AVE,$254924.00,4088.5,0,2,R1-1,2550.5,4,"(34.15892, -118.3573)"
14010-10000-03232,Issued,07/08/2015 12:00:00 AM,Bldg-New,Apartment,07/08/2015,10850,10850,W,BLOOMFIELD,ST,$6270000.00,38302,28,4,R3-1-RIO,53550,4,"(34.14919, -118.36696)"
15024-30000-00029,Issued,10/21/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/21/2015,31,31,E,26TH,AVE,$4500.00,2586,,0,RD1.5-1-O,25,11,"(33.98221, -118.46831)"
14010-20000-03606,Issued,05/07/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,05/07/2015,1822,1822,S,REDONDO,BLVD,$282100.00,2055,1,3,RD1.5-1-O,2355,10,"(34.04304, -118.35162)"
15014-20000-00608,Issued,03/03/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/03/2015,7723,7723,W,APPERSON,ST,$33200.00,310,,1,R3-1,310,7,"(34.2561, -118.30104)"
15014-20000-00720,Issued,02/20/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/20/2015,16641,16641,W,HAMLIN,ST,$6300.00,1305,0,1,R1-1-RIO,89,6,"(34.18859, -118.4961)"
13010-10000-04232,Issued,11/09/2015 12:00:00 AM,Bldg-New,Apartment,11/09/2015,1200,1200,S,FIGUEROA,ST,$187500000.00,870000,648,34,LASED,1660111,14,"(34.04165, -118.26674)"
15014-10000-04548,Issued,02/26/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/26/2016,6050,6050,N,VANTAGE,AVE,$100000.00,1480,0,1,R1-1,720,2,"(34.18095, -118.39749)"
12010-10000-02537,Issued,01/24/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,01/24/2013,1600,1600,N,SAN REMO,DR,$90000.00,822,,1,RE20-1-H,822,11,"(34.06017, -118.49972)"
14014-20000-01316,Issued,04/03/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/03/2014,7700,7700,N,WESTLAND,AVE,$31000.00,302.4,,0,R1-1,302.4,2,"(34.21043, -118.40327)"
15014-10000-00965,Issued,11/20/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/20/2015,1660,1660,S,STEARNS,DR,$45600.00,1689.5,0,1,R2-1-O,439.5,10,"(34.04659, -118.37251)"
14010-20000-01589,Issued,06/09/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/09/2014,10924,10924,N,TAMARACK,AVE,$8100.00,0,,1,R1-1-O,324,7,"(34.26873, -118.4293)"
16014-30000-01105,Issued,04/19/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/19/2016,11927,11927,W,TABOR,ST,$450000.00,4152,0,2,R1-1,2128,11,"(34.01119, -118.43192)"
14014-10000-03437,Issued,10/29/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/29/2014,6622,6622,W,SHADYGROVE,ST,$60000.00,2311,,0,R1-1,260,7,"(34.24558, -118.27667)"
14014-40000-01641,Issued,05/27/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/27/2014,1141,1141,S,BURNSIDE,AVE,$6161.00,61,,0,R1-1-O,61,4,"(34.05464, -118.35256)"
15014-20000-05995,Issued,02/11/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/11/2016,4319,4319,N,IRVINE,AVE,$150000.00,1538,,2,R1-1-RFA-RIO,1538,2,"(34.14794, -118.38569)"
14014-30000-03448,Issued,10/15/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/15/2014,200,200,S,ACARI,DR,$10000.00,0,0,2,RE11-1,0,11,"(34.06905, -118.4672)"
13014-20000-01458,Issued,06/06/2013 12:00:00 AM,Bldg-Addition,Apartment,06/06/2013,1130,1130,S,FLOWER,ST,$20000.00,1540,,6,[Q]R5-4D-O,102,9,"(34.0421, -118.26467)"
14014-20000-05026,Issued,01/29/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/29/2015,7918,7918,N,GLADE,AVE,$50000.00,370,0,1,RS-1,370,3,"(34.21433, -118.60799)"
15014-20000-00111,Issued,01/13/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/13/2015,3247,3247,N,DOS PALOS,DR,$50000.00,1792,0,1,R1-1,246,4,"(34.12802, -118.34832)"
16014-20000-00622,Issued,03/16/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/16/2016,15435,15435,W,MILBANK,ST,$40000.00,215,,2,R1-1,215,5,"(34.1569, -118.47073)"
13014-20000-02857,Issued,09/04/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/04/2013,11175,11175,W,VALLEY SPRING,PL,$165000.00,1246,,0,R1-1-RFA,1246,2,"(34.14812, -118.37402)"
15014-20000-04164,Issued,12/14/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/14/2015,2401,2401,N,LAUREL,PASS,$7500.00,0,0,0,RE15-1,324,4,"(34.11454, -118.3805)"
14010-30001-04201,Issued,01/06/2016 12:00:00 AM,Bldg-Addition,Commercial,01/06/2016,7900,7900,N,BALBOA,BLVD,$60000.00,16673,,1,[T][Q]M2-1VL,1108,6,"(34.21347, -118.50092)"
15014-10000-05904,Issued,01/08/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/08/2016,4262,4262,N,BRUNSWICK,AVE,$6000.00,109.25,,0,R1-1-RIO,109.25,13,"(34.13052, -118.26915)"
16014-20000-01341,Issued,04/04/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/04/2016,1303,1303,W,85TH,ST,$55000.00,498.89,0,1,R1-1,498.89,8,"(33.96094, -118.29832)"
14014-10000-02498,Issued,09/19/2014 12:00:00 AM,Bldg-Addition,Apartment,09/19/2014,1410,1410,N,NIETO,LANE,$2000.00,0,,0,A1-1,21.3,14,"(34.05638, -118.19374)"
10010-10000-00014,Issued,03/18/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/18/2013,6200,6200,E,MOUNT ANGELUS,DR,$5000.00,108,0,1,R1-1-HPOZ,108,1,"(34.11489, -118.18677)"
15010-20000-00223,Issued,03/08/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/08/2016,12255,12255,W,SKY,LANE,$300000.00,1547,,1,RE15-1-H,1547,11,"(34.08252, -118.48576)"
14010-20000-03722,Issued,12/01/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,12/01/2015,20424,20424,W,STAGG,ST,$287000.00,2738,1,2,RA-1,3139,3,"(34.21063, -118.57827)"
15010-10000-02480,Issued,11/19/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,11/19/2015,7923,7923,S,DENROCK,AVE,$25000.00,496,,1,R1-1,496,11,"(33.96875, -118.40704)"
14010-10000-00180,Issued,01/26/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,01/26/2016,1616,1616,W,260TH,ST,$113685.00,894,1,3,[Q]R3-1VL,1285,15,"(33.78667, -118.30487)"
14010-10000-03356,Issued,10/29/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/29/2014,123,123,N,BOYLE,AVE,$40000.00,450,,1,RD1.5-1-RIO,450,14,"(34.04834, -118.21962)"
14010-10000-03322,Issued,09/09/2015 12:00:00 AM,Bldg-New,Apartment,09/09/2015,129,129,S,KINGS,ROAD,$8530000.00,50356,36,4,R3-1,72244,5,"(34.07354, -118.37234)"
13010-10000-02661,Issued,01/28/2015 12:00:00 AM,Bldg-New,Apartment,01/28/2015,2928,2928,W,ROWENA,AVE,$1548660.00,9482,6,3,[Q]C2-1VL,13395,4,
14010-20000-00702,Issued,03/01/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/01/2016,14102,14102,W,BIRCH,LANE,$177363.00,1319,1,3,RD1.5-1,1651,2,
15014-10000-01556,Issued,10/15/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/15/2015,14747,14747,W,ARCHWOOD,ST,$60000.00,2772,0,1,R1-1,375,6,"(34.19309, -118.45471)"
